PROYECTO;TAREA;DESCRIPCION;SECCION;FECHA;PERIODICIDAD;ORDEN;RESPONSABLE;CODPROY;CODTAREA;ETIQUETA;CODIGO;TIPO;ORDEN;CODCLI2;1;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
;;;;;;;;;;;;;5;0;;
